sk_d_aluno,nome_completo,matricula_dre,sexo,idade,data_nascimento,periodo_ingresso_curso_atual,periodo_ingresso_ufrj,forma_ingresso,modalidade_cota,nota_enem
400b1fbf682ed36d44535174a09644c1483df483b38964322da76cf61e997e3c,Sr. Diogo Moreira,103198529,Feminino,19.0,29/09/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
c6e599f24fae6da0619f2ca0679f6da1bdbbefd7a791f16946f4af26290f3860,Carlos Eduardo Pinto,103177450,Masculino,19.0,15/03/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
63c491d9a6261e0830cdd67eb6cececa70aea96ac8fa3bbfcb6e1b05df37e668,Vitória Barros,103109032,Masculino,21.0,17/05/1984,2005/1,2003/2,Vestibular,Ampla Concorrência,
70f429a67fb2c9fba1f6d74aa7bebce3ff1d4e03bd1e009f8f9adf852325d61f,Aurora da Rosa,103187641,Masculino,18.0,18/07/1985,2003/2,2003/2,Vestibular,Ampla Concorrência,
eec250d250dc4d0dceb107d3c891d510d008ca20cd41de44873f89213fe85564,Maria Flor Rodrigues,103182533,Masculino,19.0,06/07/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
89fbb4c72ce86d3414ed2aeada3f232f097ae045aa5bbbcaba254f623eb4855c,Elisa Sales,103192555,Feminino,20.0,03/01/1983,2003/2,2003/2,Vestibular,Ampla Concorrência,
b77350b6550b068ffd7408e87e0f851d58d64bcc4c4c154de193c7d06cdbfbe9,Nathan Azevedo,103149780,Masculino,20.0,13/10/1983,2003/2,2003/2,Vestibular,Ampla Concorrência,
fd3ae0df50ee40c383f6b6ac0533db7663eb3d60ab196f9826dae436b9190354,Cecília Nogueira,103121992,Feminino,22.0,19/03/1981,2003/2,2003/2,Vestibular,Ampla Concorrência,
96b3a8eb74883b4e9266ffac66158262aa5e4f85e5d3a51dd8328789504a5ee9,Nina Marques,103195506,Masculino,23.0,30/08/1980,2003/2,2003/2,Vestibular,Ampla Concorrência,
50e59d433f0c439f5f844bb8567f36a7e6a6761b012e42045d5929b7cc8f62e6,Bárbara Abreu,103128048,Masculino,22.0,13/02/1981,2003/2,2003/2,Vestibular,Ampla Concorrência,
a88f062aa2a1f404a735ee7b3480865c65bce6ac3d7b45b403d4a7b7e564d9cc,Allana Machado,103199849,Masculino,19.0,09/04/1984,2003/1,2003/2,Vestibular,Ampla Concorrência,
90b2e18c7a2497ad1dcf4be28d320ea9879be24acd323d621aa1eeb9065303c3,Pedro Miguel Pimenta,103102821,Masculino,18.0,02/01/1985,2003/2,2003/2,Vestibular,Ampla Concorrência,
7ac1ca1a56c41c42cf3d6cdad067f2c153539467787baf724c98bbda3fe2683a,Levi Barbosa,103175278,Masculino,19.0,01/03/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
addf22c594868d40f651076cebd41fbc1a3e73455874ffc30e4d6d4febc77c3e,Felipe Nascimento,103134857,Masculino,22.0,06/07/1981,2003/2,2003/2,Vestibular,Ampla Concorrência,
afa43fe7df9a2fd68a23cc4c139184fd1c513ef52cc79889e8199a1c94f1a5ea,Sabrina Guerra,103107998,Masculino,19.0,28/04/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
0e06f2d0af3c6efbad7056323cf73ae28cfc5a066a2a3de36907699f9d7c1ec5,Clarice Vieira,103140301,Masculino,21.0,25/09/1982,2003/2,2003/2,Vestibular,Ampla Concorrência,
e932c012301b9cc395f0ab63aca64057a180c93c75769577793eb4194712afcc,Vinícius Souza,103189079,Masculino,19.0,31/01/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
7087dd9b90d843f175c932276b30dec67158734b3b7603f472a2e61be360a4db,Yan Pastor,103156392,Masculino,20.0,20/01/1983,2003/2,2003/2,Vestibular,Ampla Concorrência,
3a0b96f7c71228262936f8e7b751ce0a707bf56838ae9d8024898d801dd04051,Valentim Rezende,103167721,Feminino,18.0,05/03/1985,2003/2,2003/2,Vestibular,Ampla Concorrência,
e3022081544270162dcb9ce4c4045a73aa51e53011f1d14163e916e6cb1151d8,José Miguel Nogueira,103113076,Masculino,24.0,30/10/1979,2003/2,2003/2,Vestibular,Ampla Concorrência,
4f7dcc7e487594943538bfc1abba05a98cd49920dc22f4469724b9835389f5e1,José Miguel Camargo,103178135,Masculino,20.0,07/11/1983,2003/2,2003/2,Vestibular,Ampla Concorrência,
89bd9c5528acb881e23e934cf40d5efad360388327ee7247ee4d5db19a5a0b5d,Gael Henrique Sá,103123286,Masculino,19.0,08/01/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
217d8ac9bcf39f307b4566ebc0740dfddbae714b6932551da205a99633924244,Luiz Felipe Siqueira,103156191,Masculino,20.0,02/08/1983,2003/2,2003/2,Vestibular,Ampla Concorrência,
60ed2483f2c7dfcdb08a3f83da61353361efc12f6ce48a770bcd57cbc224ea43,Enrico Freitas,103161771,Masculino,19.0,31/10/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
901b8daa0b21f3a33cab56f8a08cd4b14a3f9a0ebe10b2fd3a6168a496430d45,Helena Albuquerque,103189461,Masculino,21.0,10/11/1982,2003/2,2003/2,Vestibular,Ampla Concorrência,
a578c045e36bd0d7f170a26f535a76eca8d35d9fe47319d5d7b8431b3e7b3c6f,Aurora Vasconcelos,103177842,Masculino,18.0,30/04/1985,2003/2,2003/2,Vestibular,Ampla Concorrência,
3f654a507d9553e02c89f22f13a324479a76eb1310dcf6fa7215efb721ff509d,Nina Sousa,103146258,Masculino,18.0,26/04/1985,2003/2,2003/2,Vestibular,Ampla Concorrência,
82b3fc3ae0cbb430bcd13261fc4dced0d659d7d69b4acb5465a93424d13dc38e,Dr. Valentim Barros,103159704,Masculino,18.0,07/04/1985,2003/2,2003/2,Vestibular,Ampla Concorrência,
fcd0484b761a1e40e2d479b1a7807e16611663a12a85d85350191bafc4869fd2,Alexandre Cavalcanti,103125578,Masculino,20.0,11/02/1983,2003/2,2003/2,Vestibular,Ampla Concorrência,
9ede0eac29a414f146b8e58e04873235e53c5e272415ddc194e8d542e7125e22,Srta. Maria Costa,103115917,Masculino,20.0,17/07/1983,2003/2,2003/2,Vestibular,Ampla Concorrência,
e9192c8e2480ff931ccc9a1d449bf76801c93d4867a4c7f690fe351cedeb1ccb,Eloah Pimenta,103184543,Masculino,20.0,04/05/1983,2003/2,2003/2,Vestibular,Ampla Concorrência,
e37dffe56b27f18518fb62ec152385f1ad9cbda50fe8f6a069edce7d09115a3b,Antony Moreira,103120654,Masculino,19.0,28/12/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
d83feda9eceee946b972e944d65da71f8d343a0fccce33937111c4a14dc1ce92,Luísa da Rosa,103125082,Masculino,18.0,01/08/1985,2003/2,2003/2,Vestibular,Ampla Concorrência,
6667206984531e0dfa6ff339aab50b14d51d4492780618b74b52ade4170ef84d,Milena Barbosa,103118959,Masculino,19.0,12/07/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
0391d171c6d609934a03376d3ef1f65490ed1453a531c4037ca2dacbfd87068c,Srta. Maria Eduarda Rocha,103107559,Masculino,20.0,13/03/1983,2003/2,2003/2,Vestibular,Ampla Concorrência,
500198c07d2e2834c7ce0118a3a1701352c853be1df0c86c60dfa47d5932f4eb,Evelyn da Cruz,103102794,Feminino,18.0,20/01/1985,2003/2,2003/2,Vestibular,Ampla Concorrência,
5efc2081d9fb52a3290e9481076939ec8c4cf3d078751428238a023a68f6a7e9,Dra. Julia Almeida,103167703,Masculino,19.0,21/03/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
50d261f31c372ea91a6e9255e62ed4413e47763d39e9fa021169f2acc9276936,Bruno Oliveira,103195952,Masculino,19.0,12/12/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
c4c939b7d21514250ad4e2f2038eb85558146bb3dde90fcc7c5356c82c942c1f,Thales Câmara,103128312,Masculino,18.0,24/12/1985,2003/2,2003/2,Vestibular,Ampla Concorrência,
ebe5abc13b2bd8e6d4a291f0ec6e1f80bf6aa5d109cb1c97c1b0231283c17f1b,Gustavo Henrique da Mota,103150705,Feminino,19.0,08/05/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
06977f3a042fe6dc7629dbb1376b26f1ebaa81a502482e8e64fd8b9ad3db08a4,Dra. Carolina Rocha,103195717,Masculino,19.0,09/05/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
dbe142ce575b99bc69f3bf677d275c371f8a465a9e66625460116af3f6811845,Camila Cirino,103145186,Masculino,19.0,20/10/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
4b44d312c32dad288a0ea0c45945f8f2daf8d7ef63ce41a34a91a7789cef1094,Anna Liz Lima,103176919,Masculino,18.0,08/06/1985,2003/2,2003/2,Vestibular,Ampla Concorrência,
4a507f654acb0f763a6dfe5a0de9b6e48ecea9f5f035a19b80759fa67a1b4e07,Maria Vitória Almeida,103179515,Masculino,48.0,18/05/1955,2003/2,2003/2,Vestibular,Ampla Concorrência,
678472be603f989ea1a757a94b283fac2e0a53f9f74c27fdd857d1f64aa6d8f4,Emanuel Nunes,104056653,Masculino,18.0,15/08/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
b556be09eaa459bcc48ea1eb1b01f7532be637b1d7aa3474561fc55df25b8c34,Ágatha Caldeira,104095622,Masculino,19.0,04/01/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
7778359cad5c1577a3f7652c7924ae0140617257ad16c7f11cb77ff6c8a814d0,Ana Beatriz Pastor,104054918,Masculino,19.0,02/02/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
3632ca3b06f2c9df28ed2602b5d0e3917a74fc88d8bb88cd88302ccac5714216,Alice Ramos,104092274,Masculino,19.0,14/08/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
d384fe87347cf93d0d48185668ad67541aa57b3477aad88b92983dd1ed4fb350,Ana Clara Farias,104096291,Masculino,19.0,07/05/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
5cc6f1fc5ce71434f681c4745124c1172d6bd57087465fa286943cc69bfc5008,Gustavo Henrique Santos,104065534,Feminino,18.0,03/07/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
a5a2de7ba8cdb7f1848909cb3d1be78cd72c06f59d82549b125a329609b0331c,Esther Viana,104086880,Masculino,18.0,26/02/1986,2004/1,2004/1,Transf. Ex-Ofício,Ampla Concorrência,
2f4b269dcaaf4fea57f042dedb8ab414bedf9e2e174b342ca262c5043706d751,Matheus Teixeira,104022523,Masculino,22.0,21/12/1982,2004/1,2004/1,Vestibular,Ampla Concorrência,
f302efcf08b552cf016aaea225ce9c3698c2b0b5839e845b1a95dc5f04e2d74a,Igor Camargo,104086617,Masculino,20.0,16/04/1984,2004/1,2004/1,Vestibular,Ampla Concorrência,
f2246a39e4996a9f204f8bd8037487212ba681f53d7b0c576e9105166cc4ff66,Lucas Gabriel Macedo,104076089,Masculino,20.0,05/08/1984,2004/1,2004/1,Convenio PEC,Ampla Concorrência,
087ac813201fd3716b739e8da47c13aae8d7d8e3206a359108c703614cdb9892,Luan Azevedo,104075144,Masculino,17.0,12/05/1987,2004/1,2004/1,Vestibular,Ampla Concorrência,
72335a6e34fd34018eed1a0906a84c03e660927d6368e67782921251cd1fd426,Lucca Cavalcante,104048250,Masculino,18.0,03/04/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
9a3f3c89f6c82f00893d7c0971eda62761731c8dfd2c003921e4982c8f591f64,Maria Cecília da Luz,104024962,Masculino,18.0,01/06/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
31f7f1cc914a3ffe7f04581bfd88e7e35a0b08053fc8705e6d9e2cbafc40e377,Mariah Azevedo,104095843,Masculino,20.0,30/07/1984,2004/1,2004/1,Vestibular,Ampla Concorrência,
e61c90e4cf0c309e2b27023d58248eafb1e4a492ddc44ffc28d2c3f7d162dcaf,Dr. Cauã Campos,104039646,Masculino,18.0,07/06/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
46aa0cd8bd58253ebd76b97c107a8255e921a766820ab931bf5b58b170762552,Dr. Nathan Siqueira,104037601,Feminino,18.0,28/05/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
99ac9743655ad609dc0e88486c434320f94f14fc1c1e98a33de4132e7a431fe9,Sr. Theodoro Costela,104068585,Masculino,20.0,10/12/1984,2004/1,2004/1,Vestibular,Ampla Concorrência,
a188ead380dd541dc09fd023e7364cdfa1f6bea0b16da1a580b3b81e1d72bdd9,Isabela da Costa,104057326,Masculino,18.0,28/11/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
99fa441e9ff7ead1f4eb0bda868534a12087b72ac6835a354e28ce4954db6b72,Dr. Gabriel Pimenta,104021038,Masculino,19.0,10/06/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
f62f1e75923aa56dcc9c5784d49978456cec5abb502a902a54b4f088a014c29d,Pedro Monteiro,104019813,Masculino,22.0,11/01/1985,2007/1,2004/1,Vestibular,Ampla Concorrência,
c5a49f0162225161d4a72a8b8c89f275475ee62649386bd87fcb625b99e97735,Esther Albuquerque,104063809,Feminino,19.0,11/07/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
81fff46e382388061ebd9bee61b7c7218fe348882e93b6cbaf9ca4b105d5d279,Rodrigo Macedo,104042331,Masculino,20.0,12/08/1984,2004/1,2004/1,Vestibular,Ampla Concorrência,
a0f1823a727881ffeb5318887cfdf28c730acb5b7c5fa9f1db754fa80930ca74,Diogo Jesus,104077960,Masculino,19.0,03/10/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
7189450a6501f03e309a7f7faa0bc8d3f9fc4f378caa096f8ad7bb4d69791fdb,Nathan da Cunha,104070758,Masculino,20.0,11/01/1984,2004/1,2004/1,Vestibular,Ampla Concorrência,
31f67e59778a212fda3048987387b5a9123ee1154cb435fc3767874d8d82ba2f,Antony Cassiano,104025389,Masculino,19.0,09/03/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
c2d81feac912987f5a62e213cd785e5a41bba02164cfd523545d54074a169e3d,Fernando Pires,104032568,Masculino,19.0,18/12/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
932cc927eb073b66f265d57c78666fd4acec0497d8ca3903b119fe66fc4f97b6,Clara Cassiano,104010533,Masculino,18.0,31/10/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
b85a8c6cd015bd934e224528105556558d95d3f0d0b01dc5b8f6e433a0f791a6,Dr. Benício da Cunha,104068791,Masculino,24.0,27/07/1980,2004/1,2004/1,Transf. Ex-Ofício,Ampla Concorrência,
e59378b3160648eb8ae86a9ac83bae638f90d3f12686b71f98a4d0873972d04a,Jade Câmara,104061133,Masculino,18.0,30/08/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
81076e87f4221ab7f283455cb57a5aa0b8451ce4cea1e2895477cb6349ab4a37,Dr. Theo Moura,104078459,Masculino,20.0,25/02/1984,2004/1,2004/1,Vestibular,Ampla Concorrência,
6625668b2ff3096e12197452e4c6ac381f1bdf382892f054571b499f80515831,Ana Liz Melo,104004495,Masculino,22.0,05/07/1982,2004/1,2004/1,Vestibular,Ampla Concorrência,
ac14c34e9ba585b7e750d273d7265c1d6dc2b77ddb8f912a2871c76ada8e14f6,Srta. Sophia Pastor,104036902,Masculino,19.0,21/03/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
ee3693cd185e097fb802e864f6bfb4f2790f3acbb0a95eabfedb2ec376bc0ac4,Helena Castro,104016638,Masculino,18.0,20/06/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
3a26d9d42ad2e839857a31854d1404db6c0993f876043820f068bb621f962df0,Maria Fernanda Casa Grande,104070609,Masculino,20.0,01/05/1984,2004/1,2004/1,Vestibular,Ampla Concorrência,
a859f329a04c75e3de9ec76080199fcec8514336e1284fd1ddb42ee2f03d8dcf,Heloísa Martins,104008857,Masculino,18.0,19/09/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
f22a565bb322ecd500935ab9de622066b0033e2ae3e05124fa0752f0b8f3c9cb,Sra. Giovanna Sá,104084474,Masculino,19.0,18/12/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
775749b52e93365916a21941b3287267ff542f831da9607181e04391dd74912f,Dr. Lorenzo Silveira,104062811,Feminino,19.0,27/08/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
4453b23d870ead19cba1360b84fe5ca8a8b88a4856fb76a61261fee7bb9b1e38,Sra. Raquel Silveira,104078262,Masculino,19.0,21/10/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
61e69bbdf2df0d62d33e8cfe896505e9796389c697c04d27c5a8f3ef880ad052,Camila Nascimento,104098477,Masculino,19.0,14/10/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
8446e2dac91fc35594ea64f7cb8b75463a8e883b2f334a77de9c757a73fde6bb,Isaac Porto,104046954,Masculino,18.0,31/01/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
c1c9818106bb538c61c0966b140993cef8f4afab1c61d4d125d7eff4b80f40ba,Maitê Lima,104019451,Masculino,22.0,12/11/1982,2004/1,2004/1,Transf. Ex-Ofício,Ampla Concorrência,
dfcc4e69a2ad958877194b7291a4b1a26585f506332947bc33c9c4bcefa0bed3,Raquel Rodrigues,104004809,Masculino,18.0,26/05/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
3edf33091ebcfb1dd6cf35f530673e59bfef6d22e657df14e258677f40d09922,Marina Monteiro,104058204,Feminino,19.0,04/02/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
3a04148f66a08cffb388d4479c96cfe66d5ce30d675f3c4ae9a0d66225aab5ed,Maria Julia Casa Grande,104008444,Masculino,18.0,11/04/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
8110657a1b38b18c140bb4feb7e1928e6813794a94669f19f93b6d553619c34f,Gabrielly Sousa,104057080,Masculino,18.0,12/05/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
0ef7ab0e59bb13ef4075aaabd917286b9d1e6b02cae33393c3b3dff9d0389fa2,Emanuella Brito,104099515,Masculino,18.0,27/04/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
9bc0ac6335ce21fd890ffe0c834eeb3ff6d57789c09b9a4756cd0d16b8473f56,João Miguel Barbosa,104002608,Masculino,22.0,29/11/1982,2004/1,2004/1,Vestibular,Ampla Concorrência,
59f644bf460844e7a8160d8cc5bf4f44e647bbbd55a7d5909fa4dc5ef3f69075,Davi Duarte,104073862,Masculino,18.0,12/01/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
df78f793358c4499384dade0d814a888efbe18da6783430c844ceb33b7b3c407,Vitor Hugo Casa Grande,104082237,Masculino,19.0,04/07/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
9f853354dfa34999d28382648c2d890da6af65ac6ddde9836099a9bbf6abf7b3,Maria Júlia Sales,104004376,Masculino,18.0,18/02/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
5e494bc9a7a7f23163dea2153fbe8efc12cab591d8f018bf03332737aef0464e,Caroline Monteiro,104065704,Masculino,18.0,06/05/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
0febc39c1848a31217b382362c5fc6556a9e5882c7fb3997590d4c951487df4c,Dr. João Felipe Moura,104064468,Feminino,24.0,10/02/1986,2010/1,2004/1,Vestibular,Ampla Concorrência,
7d0454e86a602f9c1c558297e11bfc9f8cea34db9936c4e481942e7e7b6c0eed,Alana Lopes,104050662,Feminino,18.0,16/05/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
215c8578bf9803ba8de9c5618924d118cd9cce3b347ba9963558ef16c28578d5,Clarice Marques,104036834,Masculino,20.0,06/04/1984,2004/1,2004/1,Vestibular,Ampla Concorrência,
26b7ac8dfbb67a2c9d9082f514e0d2654aa6c29ccc828030c098fd02bb7cc363,Dr. Carlos Eduardo Gonçalves,104081357,Masculino,18.0,01/04/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
a1859bb3392862790094d45f5adddfb7376fd4ffd02f09c83215afdfe9f88db4,Dom Almeida,104012991,Feminino,19.0,10/05/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
02b7d2a79e89403c49c9adfcc6567d41299876f17a827434579881b0b71c7a16,Srta. Lara Costa,104052340,Masculino,19.0,21/06/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
adc46a4e6405f6368d442fef7a54b54e98cb5d079551846c550af1f2c7b745a3,Luana Martins,104079214,Masculino,20.0,24/07/1984,2004/1,2004/1,Vestibular,Ampla Concorrência,
40ac774553d8c28e2c1ea54bd8104240d0303c528af1082cb1e262dbc5dc85e1,Erick Rocha,104018154,Masculino,22.0,23/04/1986,2008/2,2004/1,Vestibular,Ampla Concorrência,
c834f8477d178ce34c4e63c6d0cc3aab5920ddd9e2edd5a9050fded546609c14,Maria da Mata,104179475,Masculino,18.0,05/08/1986,2004/2,2004/2,Vestibular,Ampla Concorrência,
57f3ea03b0399ca73b01369854528152cf5c46f4fec28cf6a7c26f2d0c67e8c3,Evelyn Porto,104148922,Feminino,18.0,23/05/1986,2004/2,2004/2,Vestibular,Ampla Concorrência,
920ff42c8bfe26ee4aff252a1357167d58d44f69c0a6ba61252d20b8064a2dd8,Mariana Martins,104190380,Masculino,18.0,24/04/1986,2004/2,2004/2,Vestibular,Ampla Concorrência,
e0eaea551a96284f0ce45b11321de997b7d454844035c79035cc8dfe9ef96790,Anthony Gabriel da Rosa,104194537,Masculino,20.0,09/11/1984,2004/2,2004/2,Vestibular,Ampla Concorrência,
fb4070d426fce1e2f2978ac4670c86e1ac562037f3b112c7f44c35d1348dc11b,Dr. Thiago Sá,104101379,Masculino,17.0,21/10/1987,2004/2,2004/2,Vestibular,Ampla Concorrência,
449ddc75a4c9e51c7d32e0a4006c6a7809fa3d614f08eccf7cbcfe56a4df4790,Melina Moura,104103647,Masculino,18.0,21/02/1986,2004/2,2004/2,Vestibular,Ampla Concorrência,
ff1d6115dfbd9c7808012c78cd0f3044e81ff168205bbdce47c7f2189b52bb22,Caleb Teixeira,104133948,Masculino,23.0,12/05/1981,2004/1,2004/2,Vestibular,Ampla Concorrência,
2283535081c647036b8c837685211b99f77f78c290825391bce8117ee17705dc,Dra. Giovanna Aparecida,104121950,Masculino,19.0,29/07/1985,2004/2,2004/2,Vestibular,Ampla Concorrência,
f5ad22e1c267d2b55ba4a9636d4cc62420561913f67b5eef2fae4accde62b2ce,Clara Cunha,104145263,Masculino,21.0,08/12/1983,2004/2,2004/2,Vestibular,Ampla Concorrência,
814f4883db4be466b6e4c17a964b027765ef448bcdfc249107e4bfb66912daf2,Sra. Esther Novais,104153119,Masculino,22.0,17/10/1982,2004/2,2004/2,Vestibular,Ampla Concorrência,
5c229b7d487a9a3794483049e3ec806385e3b6599fd6d685f57224d5ccf6d7a8,Leandro da Mota,104135207,Feminino,18.0,22/04/1986,2004/2,2004/2,Vestibular,Ampla Concorrência,
0b0d828d866f3c3b9f765e759719b69727e776a321995312298f71de3048ff77,Paulo Farias,104140879,Masculino,19.0,26/06/1985,2004/2,2004/2,Vestibular,Ampla Concorrência,
4063711889637b294f56d2f9b776cda9d780551bb6cd5186615055c070848b81,Stephany Cavalcante,104176876,Masculino,17.0,14/02/1987,2004/2,2004/2,Vestibular,Ampla Concorrência,
9d95de4d5bab9df5ed185fc333af0ba517b562f91bb8e9c0c3900597023ee611,Heitor Pereira,104119246,Feminino,18.0,07/02/1986,2004/2,2004/2,Vestibular,Ampla Concorrência,
c13eb0213d6be48ab31bff13f3e266b1fb241749cef9bb60df929b3f18cc43f6,Alexia da Mata,104124713,Masculino,18.0,28/04/1986,2004/2,2004/2,Vestibular,Ampla Concorrência,
4ac9d50461563dbd91a11138f01f58b228b2fb5fd1cb54f40445b58fad902b16,Felipe Martins,104175095,Masculino,19.0,15/12/1985,2004/2,2004/2,Vestibular,Ampla Concorrência,
39856823251938459fea18f7f686672f81afcca2d2d0b2b4f5b181d4ca432bf6,Bernardo Machado,104190471,Masculino,18.0,19/03/1986,2004/2,2004/2,Vestibular,Ampla Concorrência,
903b6d26295dec486ca0699268ea209dd9fb4f1c1b0a054dddb7a170d671590e,Juliana Correia,104100884,Masculino,19.0,03/07/1985,2004/2,2004/2,Vestibular,Ampla Concorrência,
0bfe1a6be6ea8d17dd2008f404bae65bcba13e1da4e3b98add6f47c18b4bd353,Carlos Eduardo Ferreira,104111222,Masculino,19.0,01/07/1985,2004/2,2004/2,Vestibular,Ampla Concorrência,
a45bf3b87ba9225571cab09932c32a92e39fd90401e4a97bbb120fb841a2cf65,Maria Fernandes,104132849,Masculino,18.0,23/07/1986,2004/2,2004/2,Vestibular,Ampla Concorrência,
10b464b57b4c4c414b4f3bb984e93b83fe5538617e58a5e7e93e824f845659e8,Juan Silva,104135227,Masculino,18.0,03/08/1986,2004/2,2004/2,Vestibular,Ampla Concorrência,
cc4bbec5e158ed9c7941030d22ce9d4e447e04981a7ab0001e12a002f27258b2,Isaac Gonçalves,104181742,Masculino,19.0,31/07/1985,2004/2,2004/2,Vestibular,Ampla Concorrência,
36b07342e6b5959a5d260be5e3cb0ad5670c92cd16923db72d84cc463c69a91a,Dr. Valentim da Mata,104188097,Masculino,18.0,21/06/1986,2004/2,2004/2,Vestibular,Ampla Concorrência,
1657f6a89043d0b0c40ea433b99724a9ea78ae3d8a2362262da3b006b8061a1e,Emanuella Pinto,104181997,Masculino,18.0,10/01/1986,2004/2,2004/2,Vestibular,Ampla Concorrência,
88ee164077af0a507b00e219f44fd167abb08a307fd3db6582dd2d14053375a3,Srta. Daniela Marques,104165899,Masculino,20.0,22/03/1984,2004/2,2004/2,Vestibular,Ampla Concorrência,
c357f35c6731ec4882a4755368eee80dff4975070e5ab31b937a53014570ddac,Julia Sales,104146694,Masculino,21.0,27/06/1983,2004/2,2004/2,Vestibular,Ampla Concorrência,
370ba1731201cc83655374204d61ddfa308d686792b20dec687a33fa63f38063,Dra. Eloá da Mota,104128618,Masculino,19.0,28/10/1985,2004/2,2004/2,Vestibular,Ampla Concorrência,
b792d2a8fd468e095439bf04cd55f0fbf637ef0a54739a7778ddf0777db7ecf7,Gabriel Campos,104132424,Masculino,19.0,21/12/1985,2004/2,2004/2,Vestibular,Ampla Concorrência,
8b22252f5025499e738e7ea8e9dc0368930a9dff9fe5bb9faa1093f96cd3d2f1,Sra. Milena Correia,104197326,Masculino,18.0,26/06/1986,2004/2,2004/2,Vestibular,Ampla Concorrência,
23af946e096cd03c633508dc89f73b742bda57cce0d70fa5a4fdabe221c25555,Ana Julia Sousa,104110412,Masculino,19.0,28/08/1985,2004/2,2004/2,Vestibular,Ampla Concorrência,
353a6cd383918f3e1dd70747d6b8a0e664d8f8967ffa69c798e1c6e4f760720e,Sr. Cauã Nunes,104170480,Masculino,22.0,30/06/1982,2004/2,2004/2,Vestibular,Ampla Concorrência,
67df37c7b642b2313480f21d951f0518a87b7ab0af6198dba163fb6c24e5dfb5,Sra. Maria Clara Teixeira,104153139,Feminino,18.0,21/01/1986,2004/2,2004/2,Vestibular,Ampla Concorrência,
14a1601636e8ca4fc3f1dc06001e7973d8a98c13e6c2d3beb338de6a038e9a9d,Isabel Pimenta,104108729,Masculino,18.0,24/02/1986,2004/2,2004/2,Vestibular,Ampla Concorrência,
6d8961a9a754709b7b6eee282630581647e046a5012f14f6fae6b1d451e2b279,Brayan Sousa,104164287,Feminino,18.0,15/01/1986,2004/2,2004/2,Vestibular,Ampla Concorrência,
5bb0ab09f52093e1edb63c52a20833cb7c97f656b46b35372b7a646c9640a0c9,Mathias Albuquerque,104123430,Feminino,18.0,12/03/1986,2004/2,2004/2,Vestibular,Ampla Concorrência,
