sk_d_aluno,nome_completo,matricula_dre,sexo,data_nascimento,periodo_ingresso_curso_atual,periodo_ingresso_ufrj,forma_ingresso,modalidade_cota,nota_enem
83151157c10d85af7c84657c71c3e3603d955160f0526fce672481da83a2e090,Emilly Sousa,450,Masculino,28/09/1984,2003/1,2003/1,Vestibular,Ampla Concorrência,
caa1aedb2a6ce96b39b9fde1a49e1ebcb431b6da4586da0aef56df9b78221d60,Dr. José Pedro Moura,451,Masculino,14/04/1979,2003/1,2003/1,Vestibular,Ampla Concorrência,
549a2fac47d713cc00f2db498ad6b5574fb03c9293aef6c7ad50a11b394c197d,Rodrigo da Costa,452,Feminino,28/12/1984,2005/1,2003/1,Vestibular,Ampla Concorrência,
d83c7ee736be931d85b78a4a60881ced3ff9a31bb417804e45b1d30de40f94f2,Luan Fernandes,453,Masculino,09/02/1982,2003/1,2003/1,Vestibular,Ampla Concorrência,
48f89b630677c2cbb70e2ba05bf7a3633294e368a45bdc2c7df9d832f9e0c941,Emanuel Melo,454,Masculino,07/11/1984,2003/1,2003/1,Vestibular,Ampla Concorrência,
f626051bc94422f26f4b774a2bca105e122df36a2f32f51bd7ee470daa620b0b,João Lucas Mendonça,455,Masculino,08/10/1984,2003/1,2003/1,Vestibular,Ampla Concorrência,
b3a8e0e1f9ab1bfe3a36f231f676f78bb30a519d2b21e6c530c0eee8ebb4a5d0,Sr. Enzo das Neves,456,Masculino,25/11/1982,2003/1,2003/1,Vestibular,Ampla Concorrência,
353767b239099863e13ca954e20a66c9d75f777baf239f56e399958de49bf79d,Ana Luiza Costela,457,Masculino,03/09/1982,2003/1,2003/1,Vestibular,Ampla Concorrência,
ad21a2b810af49a8b9241e10dfce3a016987441cc93aa72feae47dd017ddf0bb,Heloisa Farias,458,Masculino,24/07/1981,2003/1,2003/1,Vestibular,Ampla Concorrência,
42f0bec3310ddd8a55e8d62817337ca49c55a898c14ab073d07c16dee24d73d4,Sra. Mirella Cavalcanti,459,Masculino,23/01/1978,2003/1,2003/1,Vestibular,Ampla Concorrência,
841a05fd378a2c067058585e3691c2a3f5399206fded7a580fdbbc281003168e,Heloisa Novaes,460,Masculino,15/06/1984,2003/1,2003/1,Vestibular,Ampla Concorrência,
de482c7ed5ca67ae135ef25bf3b13194970a2f3902318f1eda3c64af2a2eb344,Ravy Araújo,461,Feminino,20/08/1984,2003/1,2003/1,Vestibular,Ampla Concorrência,
da4d43f295ce92630829272fad6d2e7237c6248e9cd9499e6382d6fa6d758e7b,Nicole Souza,462,Masculino,16/04/1984,2003/1,2003/1,Vestibular,Ampla Concorrência,
06de973bb45531d52cdbd483c5e50bcddaa2095f9515e03cfad490061cc9831e,André Correia,463,Masculino,19/01/1982,2003/1,2003/1,Vestibular,Ampla Concorrência,
88b54564b232405ab2165996517fece1149259cf1ea262a375db0f66039294d0,Alícia Moura,464,Feminino,27/10/1983,2003/1,2003/1,Vestibular,Ampla Concorrência,
ad3b83575249b68aab9602de378314fc221ab07a9b2ab0bb4a245ec649219f45,Theo Melo,465,Masculino,09/05/1985,2003/1,2003/1,Vestibular,Ampla Concorrência,
826e27285307a923759de350de081d6218a04f4cff82b20c5ddaa8c60138c066,Liz Duarte,466,Masculino,17/04/1982,2003/1,2003/1,Transf. Ex-Ofício,Ampla Concorrência,
e078af3026edb42cc26b32784baa142a79970078f7ac58f8c7b74115f4f7fb60,Laura Carvalho,467,Masculino,05/07/1985,2003/1,2003/1,Vestibular,Ampla Concorrência,
1e5ee5e58c8f490ae68e7e91b1575ebefc2bf6c211f302a553ff0c4925e85321,Liam Duarte,468,Masculino,13/07/1984,2003/1,2003/1,Vestibular,Ampla Concorrência,
c6bd343ae0007cdb979de7540f2668fe849d68ff47fa1a650a28f89104f41f1e,Catarina Barros,469,Masculino,26/07/1985,2003/1,2003/1,Vestibular,Ampla Concorrência,
30eec89ddd9c342ef28a87f731d6e50ba977baf12d7caa7045a9d56b0e923f03,Dr. Thomas Rios,470,Feminino,28/06/1974,2003/1,2003/2,Transf. Ex-Ofício,Ampla Concorrência,
064c3e311ef63912b0cc91db9681ce2d301c3e76c447febf8faa303de38cc005,Lunna Casa Grande,471,Masculino,24/09/1985,2003/2,2003/2,Vestibular,Ampla Concorrência,
b6cb293891dd62748d85aa2e00eb97e267870905edefdfe53a2ea0f3da49e88d,Dr. Gustavo Nogueira,472,Masculino,06/11/1982,2003/2,2003/2,Vestibular,Ampla Concorrência,
3a8f6d79cd434dc10588606993976b7b2bc038ff4a2481e857ac0168fc29a683,Liam Andrade,473,Masculino,28/12/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
98144d79af44407273f26589afc01901b7b296deada61a4740b0d404c5043c53,Luana Câmara,474,Masculino,13/04/1985,2003/2,2003/2,Vestibular,Ampla Concorrência,
b1585fdb272b31401eaac5dd46a936c1c09b4861e53e23f12ac72fc077b3c82c,Clarice Araújo,475,Masculino,01/11/1977,2003/2,2003/2,Vestibular,Ampla Concorrência,
e73cb135243c08ab2c2adc333b150b9237093315f6b38e3361f07caf2bfb4d6b,Enrico Pacheco,476,Masculino,29/03/1981,2003/1,2003/2,Vestibular,Ampla Concorrência,
6e82b8197ce29396936a07b1eb951c88650a2fc0fe1201a51b15b6ca8a73318a,Juan Nogueira,477,Masculino,06/07/1985,2003/2,2003/2,Vestibular,Ampla Concorrência,
200dd69b70a88134b3a939de5f0b10c44a1675344329b9d9a5ad6b7342f978b2,Eloá Fonseca,478,Masculino,03/06/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
9869a8a3a11a33284dc2bcc3d2e6ffd52cad30e2009c11dfe604e74dc21a887e,Antonella Vargas,479,Masculino,05/12/1983,2003/2,2003/2,Vestibular,Ampla Concorrência,
ddfe0e8d462af661f81db36589c39882dc0f2330785b5d80cd34f2f520ad618f,Gabrielly Porto,480,Masculino,31/12/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
51d089cdaf0c968c94b80671489d22b6f79b1c57de80df880b008e9b37b49788,Elisa Moraes,481,Masculino,27/03/1985,2003/2,2003/2,Vestibular,Ampla Concorrência,
d4679c618f1af07ee8570edd4b931e2e68e1c2d4b7d3c2f1033a9b597f85d4b0,Pedro Lucas Cirino,482,Masculino,10/04/1983,2003/2,2003/2,Vestibular,Ampla Concorrência,
48ce32e8ec7741594c8786e445fbed501f5a735a49522314b8e24878e2544b9e,Matteo Campos,483,Masculino,06/09/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
a42e815c58f3977fe531a80ffd4659121c3b9f876a89869042816c369ed80776,Dra. Maria Julia Campos,484,Masculino,01/05/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
5844a72aee9269a68da28cae55c706d824b02ffb92189aaacd746a0d6097f549,Maria Flor Freitas,485,Masculino,18/09/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
86b700fab5db37977a73700b53a0654b21bdad0896914cc19ad70dee5f5fb3f6,Thiago Borges,486,Masculino,20/05/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
9b19f9ab816598a0809e4afd5d60800f2dbef9cbb9b03ad2ce766b3c237b9059,Josué Vargas,487,Masculino,12/01/1985,2003/2,2003/2,Vestibular,Ampla Concorrência,
a77b6cbdf6fae1676369dea1e1ea675e4c2400c9e43bd535fdfd9395cb48cbaa,Aylla Dias,488,Feminino,29/09/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
e4be97ce765e6cfcd703884cc31db7478fa7befca7cf6dc15420ba20ed718abe,Davi Gomes,489,Masculino,15/03/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
cbd02d97b0731d88c78d30c20d90492b2d4c3f2f983931c38fef2dedc7ce48d4,João Vitor Cirino,490,Masculino,17/05/1984,2005/1,2003/2,Vestibular,Ampla Concorrência,
227445a988500528d7826c6921d2e3b4a79ccf3a94cc3bcf7b667e3ae4990b36,Vitória Brito,491,Masculino,18/07/1985,2003/2,2003/2,Vestibular,Ampla Concorrência,
23e8b0175874e1bb3b4799e13a6634a8eddb456c1b8675b871e07ec09abc0c07,Rafael Barbosa,492,Masculino,06/07/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
560aa3e6e94314c78236109e209ac79e15e05ec8bf2dcb78300ae65e720edf9e,Valentim da Cunha,493,Feminino,03/01/1983,2003/2,2003/2,Vestibular,Ampla Concorrência,
d18b29d80a8bd366b77c952d9775510507c2d006eec917ab2f89ef93acc5452f,Dr. Pedro Henrique Monteiro,494,Masculino,13/10/1983,2003/2,2003/2,Vestibular,Ampla Concorrência,
ac1270c5058af65025e5b2a3e3014cea69460e7d9f159ae667028e1b6eab433e,João Araújo,495,Feminino,19/03/1981,2003/2,2003/2,Vestibular,Ampla Concorrência,
35bbce4007c5cd57a4c6dcabbdf5b347c9557ec11898111c280a788f8396e2c5,Sr. Felipe Ribeiro,496,Masculino,30/08/1980,2003/2,2003/2,Vestibular,Ampla Concorrência,
dcb5d6e69e4ded78464ae2843f509daf65c9ca09dfdc9b5ad69166341963a877,Dra. Alana Sousa,497,Masculino,13/02/1981,2003/2,2003/2,Vestibular,Ampla Concorrência,
f138665c5aa6600801452ebb40df70c46e73f2c51f4cb72f66b438139c5ec3f6,Sra. Elisa da Cruz,498,Masculino,09/04/1984,2003/1,2003/2,Vestibular,Ampla Concorrência,
db3defda18fafc0c197740438051c690d98b551a7e449d66390d38fa2db09b77,Yan Sales,499,Masculino,02/01/1985,2003/2,2003/2,Vestibular,Ampla Concorrência,
0604cd3138feed202ef293e062da2f4720f77a05d25ee036a7a01c9cfcdd1f0a,Heloísa Cunha,500,Masculino,01/03/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
1158e7e12c5e7362318e5e3c2e1f2f1ab49578ab1d1691e9818a7c3f6b30b528,Aurora Macedo,501,Masculino,06/07/1981,2003/2,2003/2,Vestibular,Ampla Concorrência,
5344c4110f483793dc352c388e67776724c36b4bea3ffda6cab7c75b9c65aceb,Calebe Cirino,502,Masculino,28/04/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
7182dd431b5c8833ed3c8a02c8615780df8dca7d83ed4166962b207f45a656b5,Lucas Teixeira,503,Masculino,25/09/1982,2003/2,2003/2,Vestibular,Ampla Concorrência,
ba689abd93c9c6a7d08b5b5c04dd27f6d69755ebe9a87fb969e73dfc11660e38,Heloisa Azevedo,504,Masculino,31/01/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
e13b778ae833ca8c5d757c58e4a85bd71e08c05caedbd096e13ec3f7b228b43a,Manuella Novaes,505,Masculino,20/01/1983,2003/2,2003/2,Vestibular,Ampla Concorrência,
a2075145d3cc47b2b56aeec5e9c78fe7e0055169961b6823629772c96f1f0319,Lucca Barbosa,506,Feminino,05/03/1985,2003/2,2003/2,Vestibular,Ampla Concorrência,
a435270b90e9b7091c77f478df0b8f78dddd32079b75698b8de902061f74efaf,Davi Lucca Barros,507,Masculino,30/10/1979,2003/2,2003/2,Vestibular,Ampla Concorrência,
ecac903ea62dc1d5446a88330af0a17ce89c7787e5aaf450113a4a426813e3cc,Pedro Miguel Moura,508,Masculino,07/11/1983,2003/2,2003/2,Vestibular,Ampla Concorrência,
a05198938c6ca8cd56289c6dba6bb8aaa68dfe8e0d7a37df2fb76e48eeba4244,Sra. Stephany Jesus,509,Masculino,08/01/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
5e5c743a015ff8d81e2374d5bca1bdf8ed87ce18484fce8cf4062183dde08493,Dr. Levi Montenegro,510,Masculino,02/08/1983,2003/2,2003/2,Vestibular,Ampla Concorrência,
2c69bc9b34fb0800a44a702e45019c107dfdc8273b9feb62c9615addc7138bde,Arthur Silva,511,Masculino,31/10/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
94f8607915dff25f013e45fc0642fb9830b0fb25ab0ab46d477eaf1061def379,Apollo Barros,512,Masculino,10/11/1982,2003/2,2003/2,Vestibular,Ampla Concorrência,
39700d452c77592c9710a4a34c6fe97d6150e26d550a5cfa553b0177d7b23e95,Elisa Carvalho,513,Masculino,30/04/1985,2003/2,2003/2,Vestibular,Ampla Concorrência,
b027feeb60b70f0d34ece10aead660113cf06408da4c6477c7b2606839475de4,Srta. Nicole Montenegro,514,Masculino,26/04/1985,2003/2,2003/2,Vestibular,Ampla Concorrência,
d4b9aead1dd10a596542d1d8211a5021b9c3e894751d019ac64b15a55b9b69ba,Dra. Bella Vargas,515,Masculino,07/04/1985,2003/2,2003/2,Vestibular,Ampla Concorrência,
4771bef2c04a34b548b77ea7581cf821152d9dea9c2c85151a07856fe3639314,Letícia Sá,516,Masculino,11/02/1983,2003/2,2003/2,Vestibular,Ampla Concorrência,
5088c1bc42f5cc6a32cdb92d7524ea06febe006baac86a0fc8986a8ee00602bc,Yuri Vieira,517,Masculino,17/07/1983,2003/2,2003/2,Vestibular,Ampla Concorrência,
8952115444bab6de66aab97501f75fee64be3448203a91b47818e5e8943e0dfb,Maria Vitória Costa,518,Masculino,04/05/1983,2003/2,2003/2,Vestibular,Ampla Concorrência,
0cce0bd361c46fcde41daebc801da75e21320763dc2b1a5a62d9b28e7c3e1d10,Sra. Maria Júlia Santos,519,Masculino,28/12/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
0b35b06a22779418f775a804f36485f7bc978071d1709ad263a68f4f18117b11,José Pereira,520,Masculino,01/08/1985,2003/2,2003/2,Vestibular,Ampla Concorrência,
72933e3b31f0070af6478edc3becf96e1ee59917620e8c509cf0e6b360e29c02,Dr. Isaac Fernandes,521,Masculino,12/07/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
a9346b0068335c634304afa5de1d51232a80966775613d8c1c5a0f6d231c8b1a,Vitor Gabriel da Mata,522,Masculino,13/03/1983,2003/2,2003/2,Vestibular,Ampla Concorrência,
a1e8154bd1a4c96efad1d5bd4a3ecbd73f4f39a44b14b6025cff18b31ddef7f0,Maitê Pinto,523,Feminino,20/01/1985,2003/2,2003/2,Vestibular,Ampla Concorrência,
388c2eafe5afd475492698c0995a2daf157eb3b3be8207391d3a023c97c8c034,Otto Brito,524,Masculino,21/03/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
c32ffef1ae0cabc0576614cb4d2064cea5bd9c0fa13c7b8bb9fb9b4e8ba950a9,Ana Clara Pereira,525,Masculino,12/12/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
f7c2599681e9284ce1c403459e22b730e997d67d16c45c4f593108e8372029a9,Sr. Felipe Viana,526,Masculino,24/12/1985,2003/2,2003/2,Vestibular,Ampla Concorrência,
e1bb74a7794720edf4935a8813538e8113491318168b1fa61a0ac3528e7b0440,Srta. Marina Gomes,527,Feminino,08/05/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
bd3a797ba948938978965781bd341bc0fc7711ed00e513b9c63a61cf3d916562,Luan Moreira,528,Masculino,09/05/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
8920a14a7f6469b955b114111564cb9736440238d220fc9fd525efdb9a056d3e,Thomas Rios,529,Masculino,20/10/1984,2003/2,2003/2,Vestibular,Ampla Concorrência,
87e29676d583c04a1682dbd5bc0d989f8311c888655ca66bc486b6f7f76d4702,Sophie Sousa,530,Masculino,08/06/1985,2003/2,2003/2,Vestibular,Ampla Concorrência,
891d46993a36d78392247c642138cede01d9841daab1d945709755b5194597c4,Miguel Nogueira,531,Masculino,18/05/1955,2003/2,2003/2,Vestibular,Ampla Concorrência,
68f10bf021d7734e071e07bbf561aa0f1bfc7974f266f71311b9177b177d39d1,Leandro Correia,532,Masculino,15/08/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
fb8a0d2da8683cec6cc64542f95ae11e085c72d56c744b2be5be335295976610,Emilly Gomes,533,Masculino,04/01/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
5ef6514ed3304cf62b950982541114ac352c52729dbf80747775a9d1a733af93,Ana Liz Rodrigues,534,Masculino,02/02/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
20ca98162ba780883712eb701c84e4c06f73aba78e903935a9ad799193b4627f,Eloá Araújo,535,Masculino,14/08/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
d11501b090fb2749f2c49284394dd36fe0ac76eb1a52cb3bba260dbc119ec46e,Augusto Camargo,536,Masculino,07/05/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
da6813d10025369ac0411363a16ab750adb21c6d0b38a03a9fc5ce58134da875,Miguel da Luz,537,Feminino,03/07/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
8def3488486c17dfbc2861301b63237c3c3a05b4c23afed03d59829fba57e10c,Sr. Caleb Marques,538,Masculino,26/02/1986,2004/1,2004/1,Transf. Ex-Ofício,Ampla Concorrência,
5109a4e14cbbfda6b4512fc17ff13814ff9427f7b602694236f2c5be4d9875af,Rhavi Almeida,539,Masculino,21/12/1982,2004/1,2004/1,Vestibular,Ampla Concorrência,
84f01dd97c687fb28a296bcc2ef1801446ea7405860595924eb2b5bb634718d1,Isabelly Pinto,540,Masculino,16/04/1984,2004/1,2004/1,Vestibular,Ampla Concorrência,
5de664ef205f95d4a68b69b148eecb04f110ac95ef77f4e5158ae315a76ddd8a,Anthony Gabriel Barbosa,541,Masculino,05/08/1984,2004/1,2004/1,Convenio PEC,Ampla Concorrência,
2d86377d4cc3e6c85bab00dd407f8c5b657c239c6af3109de6cdf4d418aa2d89,Sr. Murilo da Rocha,542,Masculino,12/05/1987,2004/1,2004/1,Vestibular,Ampla Concorrência,
18beb4813723e788a1d79bcbf80802538ec813aa19ded2e9c21cbf08bed6bee3,Davi Lucas da Luz,543,Masculino,03/04/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
d359f8b537f1888bc71fe20b3d79eae6674be7aca9b645b0279c7015f6ff19fd,Ana Liz Pires,544,Masculino,01/06/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
68e476b5d5aeca7b0e3b5ca867106c32e40cad05a490f6b08a24063cceed7e7e,Sabrina da Mota,545,Masculino,30/07/1984,2004/1,2004/1,Vestibular,Ampla Concorrência,
6fc8f95bc6465849249d974d53eecc56c00ffda0fc3c7024bfa5b8e4d794b072,Laís Alves,546,Masculino,07/06/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
fadb19bfbddde11ed6828a22e742cc97f5589ce48ac8ec8f94a6510ad5f16b8b,Otto da Conceição,547,Feminino,28/05/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
6e2d4d3a3d4c4bb21b095657230061140c63b1ff4d89d85e32fb9a312319b35f,Davi Lucca Sousa,548,Masculino,10/12/1984,2004/1,2004/1,Vestibular,Ampla Concorrência,
068814875fcdfb8faf539ef43cf5d109a22b7cfd28770e90b00be8c48bfc722f,Ana Vitória Ribeiro,549,Masculino,28/11/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
f89f8d0e735a91c5269ab08d72fa27670d000e7561698d6e664e7b603f5c4e40,Ana Liz Lopes,550,Masculino,10/06/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
1f09802c4beac758321ae8a9f94d752b0976c7d54baa6e511bba8a7374107bef,Cecília Monteiro,551,Masculino,11/01/1985,2007/1,2004/1,Vestibular,Ampla Concorrência,
cc6bb91d4a9aec9fe2e20ae49fd18166f522a7918a2ff2ecd1c2c35b5d4649e1,Ana Luiza Vasconcelos,552,Feminino,11/07/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
d40fbd13d527595c47eacbf0d7c87d256139d9d45261c25c2840d30a4756495b,Dr. Gael Borges,553,Masculino,12/08/1984,2004/1,2004/1,Vestibular,Ampla Concorrência,
833cd8c0e698745b16dac196a511327c3b30258a0d9b96710745d28eca932533,Luiz Otávio da Rosa,554,Masculino,03/10/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
91a73fd806ab2c005c13b4dc19130a884e909dea3f72d46e30266fe1a1f588d8,Sr. Luiz Henrique Guerra,555,Masculino,11/01/1984,2004/1,2004/1,Vestibular,Ampla Concorrência,
9d6aa3d89c0171b9c2ccd57e6d41ccec3053d3c3f118386e7f10b89ebaa7b8e4,Dr. Ryan Pires,556,Masculino,09/03/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
5fbc314fb0b511345465b5b907ec6961328e5e393ff831c8d74912184098bf41,Manuella Silva,557,Masculino,18/12/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
dd8e8c8c9dae8978f122d7bcf3d0d49f6a0e86b9fc35528f55e78f7408927bb1,Enrico Ribeiro,558,Masculino,31/10/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
0d6f9709edaeba4bebf576d6b886b8c7083374f521f5256bf571add42fc7465c,Allana Aragão,559,Masculino,27/07/1980,2004/1,2004/1,Transf. Ex-Ofício,Ampla Concorrência,
6bcaea9882504292b2f6ea37a84b215463e71ab73b824ee90ecdc10c8dde71ed,Clara Aparecida,560,Masculino,30/08/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
04edd1d7736883194af3ddb232c337e53d17bc93cfd2140c4f4c4e0d966798b1,Srta. Maria Flor Souza,561,Masculino,25/02/1984,2004/1,2004/1,Vestibular,Ampla Concorrência,
4eef24c6b8248c2271f6663f44ec0de3c2535ca396a22cf60051137d71721309,Vinicius Vasconcelos,562,Masculino,05/07/1982,2004/1,2004/1,Vestibular,Ampla Concorrência,
fa4ddf29f41b575377ce14a7900d1e26b669163ca53b80ea3168c6801cf7e114,Isis Pimenta,563,Masculino,21/03/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
621cb5d0bdea9584dc9f7ede1479e7cca67f8d9778d7e3c8c5cb8aa9eaef47ef,Maria Fernanda da Costa,564,Masculino,20/06/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
236b565af6b512826fd89dbbde2e88b94465f780985c134e58b62dea6ee258b2,Benjamim Alves,565,Masculino,01/05/1984,2004/1,2004/1,Vestibular,Ampla Concorrência,
c57727d64e318e2ea42af2b4c3360999ced134403066d050c980e7c6b70d49e4,Isabelly Martins,566,Masculino,19/09/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
97a6d21df7c51e8289ac1a8c026aaac143e15aa1957f54f42e30d8f8a85c3a55,Sr. José Pedro Marques,567,Masculino,18/12/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
f8818b67ab25419ad5b1bd61440573498e0785aad6c634c987fe5a637570f464,Anthony Gabriel Jesus,568,Feminino,27/08/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
f292c8c5c2fe9fd30ef1c632e6936edabe42f087e3cb50ceef0324b729383d82,Apollo Garcia,571,Masculino,21/10/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
5e74cb2ad4e2c9e2d3f59a1e6c8a5d4999df48e5dd69871d2798e0a146b91ee9,João Guilherme Pereira,572,Masculino,14/10/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
5b4afb8d2ed60a5777760a1cd17fb91b7c940c125cc7f74ae40b75df92036e5b,João Vitor da Cunha,573,Masculino,31/01/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
8e28c5eb829e92abf7a5a921f42364cbb8b255d7c9861a68a3814a9de95d9d67,Levi Pimenta,574,Masculino,12/11/1982,2004/1,2004/1,Transf. Ex-Ofício,Ampla Concorrência,
f3457dabe1b412ed6374d56fe8fe3b969c761b77dcc80ecc0964b7c7641d219b,Asafe Santos,576,Masculino,26/05/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
1086d35563c495c1cecbce12135cab3b945e01dd185ea2c1dc8ace5ad988977e,Bruna Sampaio,577,Feminino,04/02/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
59b524f8de039389005bce58385cae1d9241abd663e87647727abc8802e85c3b,Benjamim Silveira,579,Masculino,11/04/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
de0023e398111d43424845aaeee2e119249cc0567e7b585eaba5f44080b458c6,Dr. João Miguel Borges,580,Masculino,12/05/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
4299da7466df09516d290f7a99c8b7a2fa94766eb94a61c24e1ce8f6ca80af44,Theodoro Mendes,581,Masculino,27/04/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
421c0a7b6d0ee1c34e3d78f1685b6d95113fb2f1091919efaab45f1156a4e428,Alana Carvalho,582,Masculino,29/11/1982,2004/1,2004/1,Vestibular,Ampla Concorrência,
62bfa285013f08807d394266cdf8261dd060a704959ae9c20e4ad262b65da12a,Otávio Nascimento,583,Masculino,12/01/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
085bcb597bbd610a7f0f955301d0fe3734b92a7144e87f68e8b5beec1a09b55b,Juan Siqueira,584,Masculino,04/07/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
c403741c4121989ac12c0829be88b8bec6f27b270f3cf8a7be3fe72cba473897,Srta. Evelyn Costela,585,Masculino,18/02/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
219de1387a6743e583e805aad3bf0ffc69dc2107e6d233d43ee8ab62434729e9,Maria Julia Gonçalves,586,Masculino,06/05/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
82a93b152b275d4c8de67c3d05c9b00e92477eeb024f117c7632cdb26fd874aa,Ester Sousa,587,Feminino,10/02/1986,2010/1,2004/1,Vestibular,Ampla Concorrência,
a917ca757ac59f9d568616140c2f72362fc2722ab277e7b5019008f280f17beb,Emilly Mendes,588,Feminino,16/05/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
fbe697429f16141bc71e3b91f3823641c8dd258dd58bf076241514754954cb8c,Rodrigo Sousa,589,Masculino,06/04/1984,2004/1,2004/1,Vestibular,Ampla Concorrência,
e6fcc0253ed7a328a10eb6e2e1ad6abcad60c374c64dbac4b76da610085b43d8,Srta. Luna da Cunha,590,Masculino,01/04/1986,2004/1,2004/1,Vestibular,Ampla Concorrência,
d4e33e2934280979f580a63f992daa7d0de2cd64a145d5c403a75c3dc5c0004e,Luan Martins,593,Feminino,10/05/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
e2fa8f5b4364b8ef4dd1f26ab47105d908d06ec84d835e3d1aac404a63f1464a,Maria Liz Cavalcante,594,Masculino,21/06/1985,2004/1,2004/1,Vestibular,Ampla Concorrência,
a3aaf5a0e9ad2901ab35ce73910be7fbbe1731a3ed1ff947a6ac395c5024a8b3,Clarice Nunes,595,Masculino,24/07/1984,2004/1,2004/1,Vestibular,Ampla Concorrência,
be6b5b7140b02bff9ad8fa5aaaeca5973791521c5029c9f6b42390f8b87ce2bd,Lucas Gabriel Pimenta,596,Masculino,23/04/1986,2008/2,2004/1,Vestibular,Ampla Concorrência,
fcf1e4bf9cc9c1083647b91463e86f49c6961406c37055c7eb8ad13937a519db,Cecilia Caldeira,597,Masculino,05/08/1986,2004/2,2004/2,Vestibular,Ampla Concorrência,
182dc6b90f1c9cd913c39a6b5506f582caba9ddeadafe32f5bdbac25efd705ac,Lívia Aparecida,599,Feminino,23/05/1986,2004/2,2004/2,Vestibular,Ampla Concorrência,
284b7e6d788f363f910f7beb1910473e23ce9d6c871f1ce0f31f22a982d48ad4,Thomas Ribeiro,600,Masculino,24/04/1986,2004/2,2004/2,Vestibular,Ampla Concorrência,
36c1cc2f9d7022bf6beacb6248a89e7e677b3bf9a91e6457a5ffdbade55b76da,Lívia Campos,601,Masculino,09/11/1984,2004/2,2004/2,Vestibular,Ampla Concorrência,
aee4848a8580f31102073d34012cb3700fee3e61f9fcfd725fcfe5fa4a220ec3,Davi Lucca Costela,602,Masculino,21/10/1987,2004/2,2004/2,Vestibular,Ampla Concorrência,
97468f679ad305fa4dbbf17fd4bf18c41fb655f2d86162b1d91ad4f1e09814c1,Sofia Pastor,603,Masculino,21/02/1986,2004/2,2004/2,Vestibular,Ampla Concorrência,
